persona_name,persona_archetype,question_id,question_category,run_number,brand,canonical,sentiment,rank,attributes,quote
Marcus,Efficiency-Driven Professional,Q2_01,need_constraint,3,McDonald’s,McDonald's,positive,secondary,"value, deals, app, convenience","McDonald’s – Double Cheeseburger or McChicken, with a small fries and a value soda. Their app always has deals/coupons, so I’ll check those first."
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,1,Chick-fil-A,Chick-fil-A,positive,primary,"protein, taste, portability, convenience, app, value","Chick-fil-A: Grilled Chicken Sandwich (has 29g protein, not fried, decent flavor) ... If I want even more protein, I’ll get the 8-count Grilled Nuggets — 25g protein on their own, and easy to eat in the car."
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,1,Chipotle,Chipotle,positive,secondary,"protein, variety, quality","Chipotle: Bowl with chicken (or steak), brown rice, black beans, fajita veggies, and fresh tomato salsa. ... Usually this gets me 35g+ protein."
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,1,Wendy’s,Wendy's,positive,secondary,"protein, variety","Wendy’s: Grilled Chicken Sandwich (like the Chick-fil-A one, protein’s around 33g) If I want even more, I might do a small chili on the side — also high in protein."
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,1,Panera,Panera Bread,positive,secondary,"protein, variety, convenience, app","Panera: “Whole” Toasted Frontega Chicken sandwich, or the Mediterranean Bowl with extra chicken. Not drive-through, but if I order for pickup, it’s usually ready fast."
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,2,Chick-fil-A,Chick-fil-A,positive,primary,"protein, portability, taste, convenience","Chick-fil-A: Grilled Chicken Sandwich (good amount of protein, not too heavy, doesn’t make me feel sluggish; sometimes I add a fruit cup on the side)"
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,2,Wendy’s,Wendy's,positive,primary,"protein, value, variety","Wendy’s: Grilled Chicken Wrap or Grilled Chicken Sandwich (they both have solid protein, or I’ll sometimes get two wraps if I’m extra hungry)"
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,2,Subway,Subway,positive,primary,"protein, health, variety, portability","Subway: Footlong Oven Roasted Turkey, double meat, no cheese, loaded with veggies (very lean, lots of protein; easy to eat half and save the rest for later)"
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,2,Chipotle,Chipotle,positive,primary,"protein, variety, convenience, app","Chipotle (if I’m by one with good pickup times): Burrito bowl with double chicken, brown rice, black beans, extra fajita veggies, skip sour cream/cheese if I want to feel lighter"
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,3,Chick-fil-A,Chick-fil-A,positive,primary,"protein, health, taste, convenience","Chick-fil-A: Grilled Chicken Sandwich or Grilled Nuggets (12 count). Both are solid on protein, plus they’re not fried so I don’t crash afterwards."
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,3,Chipotle,Chipotle,positive,secondary,"protein, variety, app, convenience","Chipotle: Burrito Bowl with double chicken or steak, brown rice, black beans, fajita veggies, and salsa instead of sour cream/cheese. I use the Chipotle app to order ahead all the time."
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,3,Subway,Subway,positive,secondary,"protein, variety, health","Subway: Footlong Oven Roasted Turkey or Rotisserie-Style Chicken sub, loaded with veggies. I skip most sauces except mustard."
Marcus,Efficiency-Driven Professional,Q2_02,need_constraint,3,Wendy’s,Wendy's,positive,secondary,"protein, value",Wendy’s: Grilled Chicken Wraps or Grilled Chicken Sandwich. Sometimes I add a small chili for even more protein.
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,1,McDonald's,McDonald's,positive,primary,"consistency, variety, family-friendly, taste","McDonald's is kind of the gold standard—nuggets, fries, cheeseburgers, apple slices—stuff you know kids will actually eat."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,1,Wendy’s,Wendy's,positive,secondary,"consistency, family-friendly, taste","Wendy’s is good too; their nuggets and fries are always reliable, and you can swap the drink for milk if you want."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,1,Chick-fil-A,Chick-fil-A,positive,secondary,"consistency, family-friendly, variety, taste","Chick-fil-A is another safe bet if there’s one nearby, since their nuggets and waffle fries tend to go over pretty well, and you can get fruit cups as an option."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,2,McDonald’s,McDonald's,positive,primary,"consistency, convenience, variety, family-friendly, app","Honestly, I’d go with somewhere like McDonald’s, Chick-fil-A, or Wendy’s. Those are always solid options with menu items most kids will eat—think chicken nuggets, fries, burgers, and simple sandwiches."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,2,Chick-fil-A,Chick-fil-A,positive,primary,"consistency, convenience, variety, family-friendly, app","Honestly, I’d go with somewhere like McDonald’s, Chick-fil-A, or Wendy’s. Those are always solid options with menu items most kids will eat—think chicken nuggets, fries, burgers, and simple sandwiches."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,2,Wendy’s,Wendy's,positive,primary,"consistency, convenience, variety, family-friendly","Honestly, I’d go with somewhere like McDonald’s, Chick-fil-A, or Wendy’s. Those are always solid options with menu items most kids will eat—think chicken nuggets, fries, burgers, and simple sandwiches."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,3,McDonald’s,McDonald's,positive,primary,"familiar, customizable, family-friendly, convenience, speed, app","McDonald’s or Chick-fil-A are usually my go-tos when kids are in the picture. They both have straightforward menus, and you can get things plain if that’s what the kids prefer (nuggets, fries, basic burgers, chicken strips). Plus, the drive-thrus are quick, and you can use the app to order ahead."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,3,Chick-fil-A,Chick-fil-A,positive,primary,"familiar, customizable, family-friendly, convenience, speed, app","McDonald’s or Chick-fil-A are usually my go-tos when kids are in the picture. They both have straightforward menus, and you can get things plain if that’s what the kids prefer (nuggets, fries, basic burgers, chicken strips). Plus, the drive-thrus are quick, and you can use the app to order ahead."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,3,Panera,Panera Bread,positive,secondary,"family-friendly, quality, variety","If you want something a notch up, Panera is usually a safe bet, too—they do simple grilled cheese, mac & cheese, or PB&J, and you can see everything before you order."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,3,Chipotle,Chipotle,neutral,mentioned,customizable,"Chipotle or Subway can work if you know the kids’ exact preferences, but otherwise, I’d just stick to a classic fast food chain to avoid unnecessary headaches."
Marcus,Efficiency-Driven Professional,Q2_03,need_constraint,3,Subway,Subway,neutral,mentioned,customizable,"Chipotle or Subway can work if you know the kids’ exact preferences, but otherwise, I’d just stick to a classic fast food chain to avoid unnecessary headaches."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,1,Subway,Subway,positive,primary,"protein, health, convenience, variety","Go for a 6-inch sub with lean protein (turkey or chicken), skip the heavy sauces. Load up on veggies. Feels lighter, but it’s filling."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,1,Togo’s,Togo’s,positive,primary,"protein, health, convenience, variety","Go for a 6-inch sub with lean protein (turkey or chicken), skip the heavy sauces. Load up on veggies. Feels lighter, but it’s filling."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,1,Jersey Mike’s,Jersey Mike’s,positive,primary,"protein, health, convenience, variety","Go for a 6-inch sub with lean protein (turkey or chicken), skip the heavy sauces. Load up on veggies. Feels lighter, but it’s filling."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,1,Chick-fil-A,Chick-fil-A,positive,primary,"protein, health, taste, convenience","Grilled chicken sandwich or grilled nuggets and a side salad or fruit cup. Tastes good, doesn’t weigh you down like fried stuff."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,1,Chipotle,Chipotle,positive,primary,"protein, health, variety, convenience","Go for a bowl—grilled chicken, brown rice or even skip the rice, beans, veggies, salsa. Avoid the queso/sour cream if you want lighter."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,1,Qdoba,Qdoba,positive,primary,"protein, health, variety, convenience","Go for a bowl—grilled chicken, brown rice or even skip the rice, beans, veggies, salsa. Avoid the queso/sour cream if you want lighter."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,1,Moe’s,Moe’s Southwest Grill,positive,primary,"protein, health, variety, convenience","Go for a bowl—grilled chicken, brown rice or even skip the rice, beans, veggies, salsa. Avoid the queso/sour cream if you want lighter."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,1,Panera,Panera Bread,positive,primary,"health, variety, value, convenience","Turkey sandwich, one of their salads, or “You-Pick-Two” (half sandwich + salad/soup). Fits in the $10-15 range and isn’t greasy."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,1,Wendy’s,Wendy's,positive,primary,"protein, health, variety, convenience",Grilled chicken sandwich or one of their salads (“Parmesan Caesar” with grilled chicken is decent). I skip the fries unless I’m starving.
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,2,Chick-fil-A,Chick-fil-A,positive,primary,"protein, taste, health, speed, convenience","I’ll hit up Chick-fil-A and grab their grilled nuggets or grilled chicken sandwich instead of the breaded/fried stuff. You get protein, it tastes good, and you avoid the heavy fried feeling."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,2,Subway,Subway,positive,secondary,"health, variety","Subway or Jersey Mike’s—if you go light on sauces and heavy on veggies, it feels way better."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,2,Jersey Mike’s,Jersey Mike's,positive,secondary,"health, variety","Subway or Jersey Mike’s—if you go light on sauces and heavy on veggies, it feels way better."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,2,Chipotle,Chipotle,positive,secondary,"health, variety, protein","Chipotle or similar: I’ll build a bowl with rice, beans, chicken, and all the veggies, and maybe skip the cheese and sour cream if I don’t want to feel weighed down."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,2,Wendy’s,Wendy's,positive,secondary,"protein, health","Wendy’s salads: Their Southwest salad with grilled chicken is actually pretty solid, and there’s enough protein to keep me full through the afternoon."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,3,Chick-fil-A,Chick-fil-A,positive,primary,"taste, health, convenience, protein","If I’m at Chick-fil-A or Wendy’s, I’ll do a grilled chicken sandwich or wrap instead of fried. Still tasty, doesn’t hit as heavy."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,3,Wendy’s,Wendy's,positive,primary,"taste, health, convenience, protein","If I’m at Chick-fil-A or Wendy’s, I’ll do a grilled chicken sandwich or wrap instead of fried. Still tasty, doesn’t hit as heavy."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,3,Chipotle,Chipotle,positive,primary,"variety, protein, health, convenience","Chipotle, Panera, and a few others have bowls with rice, veggies, and protein. Feels filling without the greasy aftermath."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,3,Panera,Panera Bread,positive,primary,"variety, protein, health, convenience","Chipotle, Panera, and a few others have bowls with rice, veggies, and protein. Feels filling without the greasy aftermath. At Panera, I’ll do the teriyaki chicken bowl or a “You Pick 2” with a half sandwich and salad."
Marcus,Efficiency-Driven Professional,Q2_04,need_constraint,3,Taco Bell,Taco Bell,positive,primary,"protein, health, convenience","Taco Bell: Not everyone’s first choice, but the Power Bowl is pretty decent and not as gut-bomb-y as their burritos."
Marcus,Efficiency-Driven Professional,Q2_05,need_constraint,1,McDonald’s,McDonald's,positive,primary,"value, consistency, variety, convenience, deals, app, speed","for value and predictability, McDonald’s is tough to beat. Their **$5 Meal Deal** ... is a pretty solid bang for your buck. It’s filling, familiar, and you get a bit of variety."
Marcus,Efficiency-Driven Professional,Q2_05,need_constraint,1,Wendy’s,Wendy's,positive,secondary,"value, deals, app, variety","Wendy’s also has a **$5 Biggie Bag** ... which is comparable. Both rotate their deals a bit, so check the app for what’s available that week—sometimes you’ll find even better mobile-exclusive deals."
Marcus,Efficiency-Driven Professional,Q2_05,need_constraint,1,Panera,Panera Bread,neutral,mentioned,"variety, health","Panera’s **You Pick Two** isn’t the cheapest (usually $10–$12, depending on your choices), but you can get half a sandwich and soup or salad, which is decent for not feeling sluggish in the afternoon."
