"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Extractor 1 1","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://refinelabs.com/","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","166","166","166","0.000","A+","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.183","","https://www.refinelabs.com/","HTTP Redirect","","","","","","","","","","https://refinelabs.com/","2026-02-20 09:15:46"
"https://www.refinelabs.com/?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Refine Labs | Leading B2B Demand Generation Agency","50","485","We focus on primary business growth and scale drivers like pipeline, sales velocity, revenue, and CAC.","102","620","","0","Modernize your B2B growth strategy","34","","0","Trusted by the Best in B2B","26","Optimize Strategies, Maximize ROI","33","","","","https://www.refinelabs.com/","","","","","","42802","11150","2493645","955.268","F","668","119","5.613","58.660","Fairly Hard","7.361","2","0","","36","34","36","100.000","58","37","18","5","5","1","","","","","5627a32e036d4b7357b19f6d5e513285","0.061","Fri, 20 Feb 2026 07:42:13 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/?","2026-02-20 09:16:06"
"https://www.refinelabs.com/content-creative-services?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Content & Creative Services | Refine Labs","41","369","Tell a story that sells. Make your brand story your differentiator, your unique point of view, and the reason customers want to buy from you.","141","858","","0","Creative that ‍causes a reaction not a response","47","Meet with ‍a creative strategist","32","Trusted by the Best in B2B","26","Captivate your B2B buyers, everywhere","37","","","","https://www.refinelabs.com/content-creative-services","","","","","","41870","10422","1307545","500.896","D","442","83","5.325","69.936","Normal","4.873","2","0","","70","34","34","100.000","52","33","16","5","5","1","","","","","9a009a72efda58cc83e58f1e15f8fda4","0.055","Thu, 19 Feb 2026 12:21:27 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/content-creative-services?","2026-02-20 09:16:13"
"https://www.refinelabs.com/refine-labs-content-hub","text/html; charset=utf-8","200","","Indexable","","Refine Labs Content Hub","23","222","Explore the latest B2B marketing insights, podcasts, and articles from Refine Labs. Elevate your marketing game with expert strategies and actionable tips. Stay ahead in the industry!","183","1122","","0","B2B Marketing Content Hub","25","","0","Read","4","Watch","5","","","","https://www.refinelabs.com/refine-labs-content-hub","","","","","","29290","8676","1210755","463.817","C","410","89","4.607","62.879","Normal","5.788","2","0","","77","34","0","100.000","69","49","24","5","5","1","","","","","1d2185c6431f551e6a103ca2ee057f50","0.068","Wed, 18 Feb 2026 18:15:36 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/refine-labs-content-hub","2026-02-20 09:16:13"
"https://www.refinelabs.com/creative-gallery","text/html; charset=utf-8","200","","Indexable","","Creative that Creates Demand | Refine Labs","42","391","See how our unique approach to B2B creative builds awareness and creates demand—ensuring your brand is top of mind when your audience is ready to buy.","150","969","","0","Making brands stand out is in our DNA","37","","0","Join Us In The Studio","21","","0","","","","https://www.refinelabs.com/creative-gallery","","","","","","59015","9363","982455","376.360","C","104","21","4.952","70.841","Fairly Easy","1.018","2","0","","72","34","0","100.000","52","33","16","5","5","1","","","","","c1906df5ad43f1d706a257a9202ccc28","0.052","Thu, 19 Feb 2026 10:55:49 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/creative-gallery","2026-02-20 09:16:13"
"https://www.refinelabs.com/customer-stories","text/html; charset=utf-8","500","","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","961","1187","1187","0.455","A+","0","","","","","0.000","2","0","","34","34","0","100.000","0","0","0","0","0","0","","","","","","0.200","","","","","","2.0","","","","","","","https://www.refinelabs.com/customer-stories","2026-02-20 09:16:20"
"https://www.refinelabs.com/customer-stories?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Marketing Success Stories for Tech Companies","44","422","Discover how we've helped countless B2B SaaS companies grow in our collection of marketing customer stories.","108","690","","0","Real Results From The Source","28","","0","","0","","0","","","","https://www.refinelabs.com/customer-stories","","","","","","59743","10376","1130941","433.242","C","1246","229","5.441","67.487","Normal","10.161","2","0","","36","34","36","100.000","72","55","27","5","5","1","","","","","d61efd3d70d359e0055c1cf0c9eaa542","0.053","Wed, 18 Feb 2026 21:29:54 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/customer-stories?","2026-02-20 09:16:14"
"https://www.refinelabs.com/the-vault?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","The Vault | Full Documentation to Implement Refine Labs Methodology","67","630","Implement the entire Refine Labs Methodology with detailed, documentation for everything from paid media best practices to revenue forecasting and ROI reporting.","161","1013","","0","Build a Modern Demand Engine with The Vault","43","","0","Trusted by the Best in B2B","26","Get to What Works Faster","24","","","","https://www.refinelabs.com/the-vault","","","","","","52956","13300","1110641","425.465","C","1413","229","6.170","68.014","Normal","11.819","2","0","","71","34","35","100.000","51","35","17","9","7","2","","","","","bcd082869219a77025895329c735c646","0.132","Thu, 19 Feb 2026 12:21:56 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/the-vault?","2026-02-20 09:16:15"
"https://www.refinelabs.com/marketing-demand-services?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Marketing & Demand Services | Refine Labs","41","388","Marketing & Demand Generation Services. Strategy aligned to how B2B customers actually buy.","91","590","","0","Brand","5","Demand","6","THE WAY WE BUY HAS CHANGED","26","Our Philosophy","14","","","","https://www.refinelabs.com/marketing-demand-services","","","","","","48378","12976","1100233","421.478","C","997","196","5.087","64.886","Normal","9.833","2","0","","76","34","38","100.000","56","35","17","5","5","1","","","","","cad75ab257b8bfe6d24aa26848539013","0.064","Wed, 18 Feb 2026 19:10:51 GMT","","","","en","2.0","01Step OneStep 1Assess The SituationFind What WorksFocus on proven drivers of growthCut the WasteStop funding underperforming areasSet Your PathPrioritize key actions for impactMake the CaseAlign budget with expected outcomes02Step TwoStep 2Implement changeFix Data IssuesEnsure accurate tracking & reportingCapture More DemandBoost lead conversion on site & salesDrive New DemandUse both paid and organic strategiesRefine Your MessageAlign creative and brand messaging to resonate with your audience03Step ThreeStep 3Grow EfficientlyDouble Down on SuccessExpand what's already workingGet More from CustomersIncrease revenue from existing clientsReach New MarketsTarget untapped customer segmentsExpand ReachUse new channels to find more buyers","","","","","","https://www.refinelabs.com/marketing-demand-services?","2026-02-20 09:16:20"
"https://www.refinelabs.com/events?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Refine Labs Virtual Events","26","234","Join Refine Labs, a leading B2B demand gen agency, for virtual events featuring marketing experts and industry leaders. Learn about demand generation, brand strategy, and growth. New sessions added regularly - check back often.","227","1429","","0","Refine Labs Virtual Events","26","","0","","0","","0","","","","https://www.refinelabs.com/events","","","","","","18229","6651","1013332","388.188","C","123","33","3.727","77.184","Fairly Easy","2.372","2","0","","37","34","37","100.000","49","33","16","6","6","1","","","","","94bbea63f48e304c348d6dd236c479b4","0.055","Wed, 18 Feb 2026 19:33:46 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/events?","2026-02-20 09:16:20"
"https://www.refinelabs.com/events","text/html; charset=utf-8","500","","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","961","1185","1185","0.454","A+","0","","","","","0.000","2","0","","34","34","0","100.000","0","0","0","0","0","0","","","","","","0.127","","","","","","2.0","","","","","","","https://www.refinelabs.com/events","2026-02-20 09:16:27"
"https://www.refinelabs.com/podcasts?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Refine Labs Podcasts","20","193","Hear the latest from Refine Labs with our latest podcast episodes: Revenue Vitals (formerly State of Demand Gen), Stacking Growth and Talent Destination.","153","958","","0","","0","","0","Stacking Growth","15","See resource hub for more","25","","","","https://www.refinelabs.com/podcasts","","","","","","19880","6459","977927","374.625","C","131","26","5.038","68.686","Normal","2.512","2","0","","73","34","37","100.000","53","34","17","7","7","1","","","","","ba84d12a25d6c6e543a657a1190c8f35","0.074","Thu, 19 Feb 2026 06:40:32 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/podcasts?","2026-02-20 09:16:21"
"https://www.refinelabs.com/team?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Refine Labs Team","16","162","Our team of experienced revenue professionals can help get your team on the fast track to results. Start generating demand and stop waiting for it.","147","905","","0","Where the New Demand Marketing Playbook Gets Written","52","","0","Meet Your Team","14","Interested in a career at Refine Labs?","38","","","","https://www.refinelabs.com/team","","","","","","42812","9058","1015585","389.051","C","250","85","2.941","32.619","Hard","3.135","2","0","","36","34","36","100.000","48","33","16","39","39","1","","","","","729e9099a68445fdd95ef461664aa1b0","0.050","Wed, 18 Feb 2026 19:21:35 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/team?","2026-02-20 09:16:21"
"https://www.refinelabs.com/creative-gallery?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Creative that Creates Demand | Refine Labs","42","391","See how our unique approach to B2B creative builds awareness and creates demand—ensuring your brand is top of mind when your audience is ready to buy.","150","969","","0","Making brands stand out is in our DNA","37","","0","Join Us In The Studio","21","","0","","","","https://www.refinelabs.com/creative-gallery","","","","","","59015","9357","982839","376.507","C","104","21","4.952","70.841","Fairly Easy","1.018","2","0","","72","34","34","100.000","52","33","16","5","5","1","","","","","c0275ccbedc7615c5b6d8cc976bf15f","0.065","Thu, 19 Feb 2026 15:49:01 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/creative-gallery?","2026-02-20 09:16:22"
"https://www.refinelabs.com/from-roast-to-revenue-quiz?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Refine Labs - From Roast to Revenue","35","329","Take the short personality quiz and find your cup of joe as a B2B marketer. Discover how Refine Labs brews brand, demand, and expansion strategies.","147","925","","0","How We Brew It","14","Ready to Create Buzz?","21","","0","","0","","","","https://www.refinelabs.com/from-roast-to-revenue-quiz","","","","","","19477","6658","945472","362.192","C","152","30","5.067","66.444","Normal","2.843","2","0","","9","8","7","23.530","50","34","16","5","5","1","","","","","f26b78dd32db1920db23d65efd834ea1","0.091","Wed, 18 Feb 2026 19:33:36 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/from-roast-to-revenue-quiz?","2026-02-20 09:16:27"
"https://www.refinelabs.com/start-your-transformation?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Book a Call | Meet with Refine Labs","35","313","Develop and predictably launch proven revenue programs. Schedule a call to start your B2B marketing journey today.","114","720","","0","Meet with an expert.","20","","0","Trusted by the Best in B2B","26","Customer Stories","16","","","","https://www.refinelabs.com/start-your-transformation","","","","","","29687","8140","1419222","543.677","D","318","56","5.679","70.447","Fairly Easy","4.390","2","0","","93","34","34","100.000","48","33","16","5","5","1","","","","","b9ad8d44b29b68767154cead89afc2dd","0.066","Thu, 19 Feb 2026 06:39:16 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/start-your-transformation?","2026-02-20 09:16:27"
"https://www.refinelabs.com/roi-calculator","text/html; charset=utf-8","200","","Indexable","","ROI Calculator","14","127","Develop and predictably launch proven revenue programs. Schedule a call to start your B2B marketing journey today.","114","720","","0","","0","","0","","0","","0","","","","https://www.refinelabs.com/roi-calculator","","","","","","35676","10512","982776","376.483","C","225","59","3.814","72.492","Fairly Easy","2.822","2","0","","36","34","0","100.000","48","33","16","5","5","1","","","","","861ab77e7f2f2832fbf7c7d6b8ea3801","0.094","Thu, 19 Feb 2026 18:17:43 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/roi-calculator","2026-02-20 09:16:28"
"https://www.refinelabs.com/team","text/html; charset=utf-8","200","","Indexable","","Refine Labs Team","16","162","Our team of experienced revenue professionals can help get your team on the fast track to results. Start generating demand and stop waiting for it.","147","905","","0","Where the New Demand Marketing Playbook Gets Written","52","","0","Meet Your Team","14","Interested in a career at Refine Labs?","38","","","","https://www.refinelabs.com/team","","","","","","42812","9016","1014178","388.512","C","250","85","2.941","32.619","Hard","3.135","2","0","","36","34","0","100.000","48","33","16","39","39","1","","","","","5b239301b08635db1eb5ad83a964c537","0.066","Thu, 19 Feb 2026 18:17:44 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/team","2026-02-20 09:16:28"
"https://www.refinelabs.com/weekly-newsletter","text/html; charset=utf-8","500","","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","961","1187","1187","0.455","A+","0","","","","","0.000","2","0","","34","34","0","100.000","0","0","0","0","0","0","","","","","","0.141","","","","","","2.0","","","","","","","https://www.refinelabs.com/weekly-newsletter","2026-02-20 09:16:35"
"https://www.refinelabs.com/pricing","text/html; charset=utf-8","200","","Indexable","","Pricing | Refine Labs","21","182","Marketing, creative and strategy plans for every stage of your growth journey.","78","480","","0","The Three Paths to B2B Growth","29","","0","Why Refine Labs","15","The Numbers Speak for Themselves","32","","","","https://www.refinelabs.com/pricing","","","","","","33656","9432","1210825","463.844","C","642","137","4.686","60.420","Normal","8.217","2","0","","36","34","0","100.000","54","33","16","5","5","1","","","","","e8ba0e3c8533f81472b1145767ae8391","1.139","Fri, 20 Feb 2026 14:16:31 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/pricing","2026-02-20 09:16:29"
"https://www.refinelabs.com/content-creative-services","text/html; charset=utf-8","200","","Indexable","","Content & Creative Services | Refine Labs","41","369","Tell a story that sells. Make your brand story your differentiator, your unique point of view, and the reason customers want to buy from you.","141","858","","0","Creative that ‍causes a reaction not a response","47","Meet with ‍a creative strategist","32","Trusted by the Best in B2B","26","Captivate your B2B buyers, everywhere","37","","","","https://www.refinelabs.com/content-creative-services","","","","","","41870","10367","1306706","500.574","D","442","83","5.325","69.936","Normal","4.873","2","0","","70","34","0","100.000","52","33","16","5","5","1","","","","","51568380c8ac84f613dd4cba733031ee","0.046","Wed, 18 Feb 2026 23:44:59 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/content-creative-services","2026-02-20 09:16:34"
"https://www.refinelabs.com/privacy-policy","text/html; charset=utf-8","200","","Indexable","","Privacy Policy","14","123","Discover how Refine Labs values privacy, collects data, and safeguards information on its website. Learn about data collection, usage, security, and your rights as a user.","171","1042","","0","Privacy Policy","14","","0","","0","","0","","","","https://www.refinelabs.com/privacy-policy","","","","","","31068","10591","1017197","389.669","C","1806","265","6.815","56.810","Fairly Hard","23.239","2","0","","36","34","0","100.000","48","33","16","5","5","1","","","","","85194202a6c77244145caefd7b6a6161","0.074","Thu, 19 Feb 2026 18:17:43 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/privacy-policy","2026-02-20 09:16:34"
"https://www.refinelabs.com/success-stories/clari?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Refine Labs","11","105","","0","0","","0","Clari Revamps GTM Strategy With Refine Labs,","44","","0","About Clari: Predict. Accelerate. Win.","38","Ready to Grow Your Revenue?","27","","","","https://www.refinelabs.com/success-stories/clari","","","","","","21915","8186","1014732","388.725","C","449","73","6.151","66.815","Normal","7.325","2","1","","5","4","3","11.760","50","34","16","5","5","1","","","","","b2c3d2a6d38ef6b7bf90cd9d63ee532b","0.070","Thu, 19 Feb 2026 06:39:11 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/success-stories/clari?","2026-02-20 09:16:34"
"https://www.refinelabs.com/megan-bowen?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Megan Bowen | Refine Labs CEO","29","289","Discover how Megan Bowen, CEO of Refine Labs, is transforming B2B demand generation. With 20 years of experience scaling go-to-market teams, Megan’s leadership philosophy centers on empowering teams and fostering long-term customer relationships for meaningful results.","269","1727","","0","Refine Labs CEO","15","","0","Megan’s Perspective on Refine Labs and Its Influence","52","Why are we different?","21","","","","https://www.refinelabs.com/megan-bowen","","","","","","29271","9252","1018448","390.148","C","681","96","7.094","64.101","Normal","8.844","2","0","","36","34","36","100.000","48","33","16","5","5","1","","","","","5f18b4b6d11380eb32e08e559dd7c240","0.041","Wed, 18 Feb 2026 19:32:49 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/megan-bowen?","2026-02-20 09:16:35"
"https://www.refinelabs.com/pricing?","text/html; charset=utf-8","200","","Non-Indexable","Canonicalised","Pricing | Refine Labs","21","182","Marketing, creative and strategy plans for every stage of your growth journey.","78","480","","0","The Three Paths to B2B Growth","29","","0","Why Refine Labs","15","The Numbers Speak for Themselves","32","","","","https://www.refinelabs.com/pricing","","","","","","33656","9355","1210481","463.712","C","642","137","4.686","60.420","Normal","8.217","2","0","","36","34","36","100.000","54","33","16","5","5","1","","","","","9641b3cea82b5d8d7f52175a6bc5dd4b","0.145","Wed, 18 Feb 2026 19:10:22 GMT","","","","en","2.0","","","","","","","https://www.refinelabs.com/pricing?","2026-02-20 09:16:37"
